class,cap-diameter,cap-shape,cap-color,stem-width
e,5.37,x,n,5.18
p,9.69,x,n,27.85
p,2.78,b,p,3.5
p,2.51,x,w,5.94
e,0.84,c,e,1
p,1.84,b,o,2.93
p,1.58,x,n,2.46
p,1.37,x,y,5.32
p,7.14,x,n,7.26
e,5.04,x,g,6.61
p,9.69,x,n,29.41
e,5.44,s,n,7.1
e,9.19,x,l,16.72
p,3.34,s,g,7.85
e,5.88,s,n,7.37
e,54.74,o,y,48.76
p,7.83,s,n,8.59
e,3.53,p,w,12.38
e,9.34,x,w,28.68
e,9.66,f,n,12.69
e,10.92,s,p,18.15
p,3.91,o,w,32.47
p,4.49,s,u,7.78
e,11.71,x,n,22.61
e,5.33,x,y,11.9
e,47.61,o,y,37.8
p,6.01,s,e,8.7
e,6.95,x,y,13.11
p,4.28,x,y,3.5
e,1.33,c,n,1.66
p,7.25,x,e,17.01
p,9.9,x,n,19.98
p,2.3,f,l,2.61
p,2.62,b,n,4.53
p,9.03,f,e,18.23
e,7.46,f,n,9.99
e,11.1,f,b,24.08
e,7.76,p,g,12.83
e,15.34,x,n,18.69
e,9.45,x,e,14.7
e,7.26,x,n,13.51
p,3.47,f,n,3.79
p,2.33,c,y,3.08
e,6.98,x,o,12.74
e,8.25,x,n,14.02
p,1.38,b,n,1.9
p,12.74,x,n,32.89
e,1.64,x,n,2.61
e,10.66,s,w,25.03
p,3.36,b,n,4.46
e,5.89,f,g,9.74
e,8.71,f,y,24.86
p,3.52,x,y,3.5
e,4.53,x,n,11.64
e,2.38,x,u,4.46
e,8.11,x,n,10.31
e,7.45,x,y,12.95
e,2.52,b,w,2.63
p,2.66,c,w,3.56
e,7.47,x,b,10.51
e,2.45,x,b,4.85
e,2.96,x,n,10.02
p,7.84,o,y,15.52
e,6.27,x,n,23.95
e,14.35,s,w,27.52
p,8.37,b,w,12.56
e,4.81,f,b,9.2
e,10.21,o,n,23.38
p,2.24,x,o,5.29
p,15.82,s,n,38.11
e,4.33,x,y,11.88
p,6.14,x,n,6.15
e,7.07,x,k,15.14
p,3.5,f,p,5.88
e,6.45,x,n,8.11
p,2.38,x,o,5.17
e,9.23,f,w,12.84
p,11.71,x,r,27.57
p,14.19,x,n,30.83
e,6.42,p,w,12.88
e,3.97,f,n,8.37
p,3.83,o,g,0
e,3.04,x,y,7.97
e,8.33,x,n,14.26
e,3.76,x,w,6.09
p,4.69,b,y,8.21
p,5.82,x,g,14.71
e,5.53,b,k,9.04
e,26.91,p,n,79.06
p,3.86,b,u,5.16
p,1.49,b,n,1.48
e,5.11,f,n,7.54
p,6.39,f,p,9.38
e,5.06,x,w,10.59
p,0.53,x,y,0.71
e,3.2,f,w,5.12
e,5.66,x,b,9.3
p,11.1,x,o,23.42
p,1.48,x,n,2.81
p,2.49,f,k,2.7
e,8.35,x,e,13.6
e,13.1,f,w,15.21
p,7.03,x,n,7.65
e,20.87,p,w,21.32
e,16.98,p,n,17.71
p,6.79,b,w,11.86
p,5.71,x,p,12.73
e,5.14,s,o,12.97
e,4.02,b,n,3.7
p,9.59,s,r,12.09
p,7.08,x,e,17.04
p,1.67,b,n,1.62
e,1.45,x,g,2.52
p,7.39,p,n,17.28
e,7.92,x,y,14.69
e,10.32,p,w,11.76
p,22.61,f,o,40.42
e,6.64,x,n,9.23
p,3.64,b,e,3.6
p,5.31,c,w,12.59
e,3.6,s,n,8.12
e,11.03,s,w,26.48
e,9.33,f,l,18.94
e,3.95,x,w,9.58
p,3.86,x,n,6.37
p,5.68,p,n,12.5
e,6.79,f,o,12.26
p,16.15,x,n,32.66
p,3.71,b,n,3.48
e,10.27,p,n,17.16
p,4.82,x,e,6.97
e,6.18,x,w,8.5
e,23.77,p,e,37.5
e,17.83,p,o,35.07
e,7.03,x,b,13.9
e,7.2,x,n,24
p,2.42,c,n,2.75
e,12.22,s,p,18.47
e,3.9,x,n,5.64
e,14.79,p,n,17.5
p,0.93,b,n,2.49
p,4.92,x,e,9.23
e,2.97,f,n,3.01
e,13.97,f,l,16.65
e,5.11,o,n,52.55
e,13.24,x,n,16.88
p,12.59,f,g,16.73
p,17.6,x,o,34.65
p,3.05,x,n,8.19
e,8.88,f,b,20.19
e,14.26,f,n,17.01
e,5.91,x,n,5.69
e,4,x,r,6.73
p,2.98,s,w,2.49
e,8.1,f,b,18.57
p,4.25,s,n,4.78
e,1.26,x,n,2.25
e,1.21,f,n,0.95
e,6.93,f,w,30.18
p,13.37,f,n,37.93
e,1.58,c,n,1.64
e,6.02,f,g,9.24
p,7.85,x,w,13.78
e,12.26,f,n,24.33
p,7.58,o,r,15.8
p,1.14,b,n,2.68
p,2.92,b,y,6.13
p,3.72,b,u,6.02
p,3.34,f,w,3.64
e,7.22,x,n,18.03
p,3.09,x,w,2.63
e,9.69,x,n,16.9
p,2.96,o,g,14.76
e,7.86,x,n,24.64
p,7.95,x,p,10.56
p,1.07,c,y,2.5
p,10.05,o,e,25.28
p,3.1,x,n,8.81
e,1.61,x,y,1.97
e,6.37,p,n,18.79
e,1.61,f,g,2.61
p,7.47,x,n,7.05
p,9.46,x,n,26.31
p,4.26,f,b,6.61
e,4.64,f,o,7.05
e,2.52,b,n,2.83
p,5.1,b,e,6.58
p,5.34,x,p,13.31
p,5.57,c,w,11.71
p,8.5,f,n,10.26
e,6.22,x,y,13.43
e,3.84,b,w,3.35
p,1.66,x,n,2.53
e,4.1,f,o,7.16
e,5.06,x,y,11.55
e,5.99,f,k,9.82
p,3.34,x,n,3.27
e,13.33,x,w,18.21
p,9.27,s,p,14.56
e,6.31,f,w,12.27
p,9.16,x,n,32.22
p,3.15,x,w,2.58
p,2.5,o,g,0
e,1.13,x,e,0.93
p,5.28,x,p,14.35
p,3.91,o,g,0
p,2.32,c,y,3.73
e,7.39,x,y,15.74
e,4.89,x,y,14.93
e,4.47,x,w,8.07
p,3.21,b,k,2.7
p,4.86,x,y,6.17
p,8.78,x,y,9.83
p,9.04,x,n,9.78
p,0.54,x,y,0.69
p,5.49,x,o,7.24
p,6.66,x,y,7.39
p,4.63,o,r,0
e,19.23,x,n,69.77
p,7.25,x,e,10.44
p,3.65,f,y,6.73
p,5.57,s,e,9.52
e,7.82,f,w,31.6
e,11.55,f,n,15.33
e,9.57,p,n,17.9
e,6.11,x,b,12.75
p,9.34,x,w,11.71
e,16.67,f,n,19.32
e,2.33,f,n,4.03
p,7.33,f,p,10.9
e,9.14,x,n,13.39
e,49.56,o,y,41.35
e,8.21,f,w,31.18
p,6.36,b,n,6.91
e,3.38,s,n,28.19
e,1.76,f,g,2.32
p,7.17,x,e,17.49
p,5.37,f,n,5.31
e,6.18,o,n,21.85
p,2.98,x,y,3.45
e,11.95,f,y,16.84
p,4.12,o,w,27.14
p,4.49,f,n,3.76
p,9.42,o,e,25.08
p,3.04,s,g,7.02
p,10.79,x,n,30.63
p,3.43,f,r,7.03
e,4.37,x,y,11.96
e,8.26,x,w,31.51
p,3.65,x,n,9.59
p,9.01,x,w,12.17
e,3.93,f,w,5.5
p,5.71,c,y,12.78
e,7.53,o,n,19.32
e,3.47,s,p,6.09
e,4.58,b,n,3.38
e,1.53,c,n,1.45
p,5.8,x,y,14.03
e,9.19,f,b,17.33
p,8.01,x,n,7.26
p,6.79,x,g,11.29
e,3.25,s,n,7.74
p,4.66,x,o,9
p,4.27,x,e,7.41
e,7.21,f,k,10.48
p,9.11,s,n,11.31
e,7.14,f,n,18.09
p,3.15,s,w,2.54
e,12.69,x,w,18.01
e,11.71,s,l,20.37
p,1.84,b,o,2.9
e,7.13,s,w,9.61
p,1.5,x,y,2.7
e,8.06,f,n,12.56
e,11.61,f,u,20.22
e,6.48,x,l,19.79
p,5.67,s,o,6.68
p,2.19,b,y,3.56
p,3.06,o,w,24.16
e,3.96,f,n,7.54
p,2.87,s,o,5.69
e,10.82,p,n,15.52
e,14.75,x,n,18.11
e,13.93,f,l,16.05
p,4.11,x,n,3.6
p,12.3,f,n,13.51
p,5.7,x,n,6.79
p,7.83,x,e,17.33
p,7.37,x,n,8.21
e,9.43,f,e,21.73
p,6.56,x,n,7.68
p,7.05,x,y,8.49
p,8.96,f,n,11.97
e,14.17,x,n,18.51
p,12.62,p,n,35.22
e,0.89,x,e,1.07
p,18.51,x,o,44.61
e,52.93,o,y,41.43
e,20.97,x,n,37.51
e,4.51,x,l,6.83
e,9.18,p,n,16.45
e,10.57,x,w,32
e,8.18,x,w,30.35
e,8.35,f,o,13.97
p,3.01,o,g,15.11
e,5.01,f,g,7.39
p,4.88,b,k,6.23
e,3.22,s,g,5.9
p,4.13,x,n,10.52
p,1.38,b,n,1.18
p,3.36,x,e,5.85
e,12.91,s,w,26.61
p,7.55,b,w,13.15
e,1.54,f,g,2.49
p,8.81,p,w,16.35
p,19.1,x,w,31.89
p,1.67,f,y,2.43
e,6.75,s,g,18.19
p,7.56,o,y,17.01
p,8.34,s,r,12.23
e,4.79,x,o,5.4
p,11.36,p,n,29.81
p,3.56,f,w,3.57
p,10.52,x,n,31.68
e,5.59,c,g,20.79
p,7.59,x,e,17.48
p,0.8,b,n,2.28
p,2.98,o,g,0
e,6.45,f,n,12.6
p,3.33,x,y,3.54
p,1.41,o,n,1.23
p,2.51,x,o,5.84
e,5.29,x,y,12.37
e,3.47,x,n,10.14
p,22.19,s,n,41.23
p,7.57,x,n,28.23
p,7.23,s,p,13.23
e,9.66,x,n,22.4
p,3.52,x,e,6.4
p,1.71,b,w,2.54
p,6.79,s,g,13.38
p,7.41,f,e,15.27
e,6.96,c,g,22.82
p,10.19,x,w,12.91
e,8.96,s,n,19.03
e,2.75,x,p,6.28
p,1.6,x,y,2.66
p,3.68,x,n,3.95
e,13.55,p,w,18.86
e,4.67,f,w,3.76
e,1.58,c,n,1.34
e,5.26,p,g,20.09
p,3.33,b,r,6.99
p,2.07,b,g,2.15
p,0.72,x,y,0.77
e,7.02,f,o,12.6
p,6.38,s,e,6.39
e,8.78,x,g,25.38
e,3.59,x,n,5.32
e,4.05,x,n,5.82
p,2.99,f,u,3.6
p,4.48,f,e,5.21
e,9.61,s,w,18.49
p,9.13,x,n,22.62
p,2.42,f,u,3.42
p,6.42,x,n,7.14
e,8.06,p,n,14.69
e,10.6,s,n,24.36
p,7.77,f,r,13.1
p,4.34,f,w,3.5
p,3.13,b,n,4.53
p,3.79,x,y,7.97
p,2.41,x,e,2.67
p,7.79,x,n,11.86
e,7.93,x,w,27.12
p,22.63,s,n,41.91
e,4.26,s,n,6.37
p,3.47,x,l,6.22
e,4,x,y,7.88
p,3.86,x,n,8.43
p,16.16,f,o,17.41
p,3.51,x,n,9.65
e,6.08,x,n,9.83
e,7.07,x,y,15.01
e,8.21,x,y,13.87
p,5.35,x,o,7.16
p,7.74,x,g,20.29
p,5.57,c,w,12.52
p,7.83,x,o,20.11
p,3.43,f,n,3.16
e,9,x,n,20.65
p,4.84,o,g,0
e,11.36,f,l,16.32
e,3.7,f,n,3.67
e,10.57,o,n,26.13
e,1.3,f,n,2.49
e,5.67,c,n,13.29
e,3.46,s,y,8
p,5.19,x,w,12.48
p,3.86,f,e,3.45
e,6.18,x,w,13.39
e,5.06,o,n,20.27
p,4.68,c,y,6.8
p,3.88,f,u,6.87
p,1.28,x,n,2.35
p,7.09,x,n,8.23
p,6.12,s,e,6.23
p,0.51,f,o,0.95
p,7.05,f,n,13.3
p,8.16,f,n,9.7
e,4.23,x,w,6.92
e,10.61,p,w,12.08
p,0.73,b,n,2.32
e,6.91,x,n,16.81
p,3.95,x,y,6.98
e,6.81,f,n,9.81
p,8.01,f,e,18.39
p,3.73,f,n,4.68
e,2.76,x,n,8.59
e,8.38,x,n,9.08
p,1.93,f,y,3.22
e,9.1,x,n,17.83
e,2.51,f,n,5.56
p,6.38,x,y,8.91
p,2.5,b,k,2.66
p,3.72,o,g,0
e,4.79,x,l,7.1
e,16.3,f,k,22.69
e,5.14,x,n,5.52
e,6.2,x,n,13.58
p,4.33,f,n,4.99
p,7.03,f,e,7.47
e,8.81,x,w,12.25
e,6.18,x,n,12.12
e,6.96,x,y,16.3
p,8,b,w,12.12
e,6.58,x,y,15.01
p,13.56,x,e,17.96
p,4.59,x,n,6.09
e,10.11,x,n,16.99
p,7.31,x,e,17.66
e,3.98,f,g,3.41
p,6.47,x,n,14.49
e,19.08,x,o,36.79
e,23.01,x,n,75.57
p,2.82,f,w,6.25
e,5.62,f,g,7.61
p,3.35,b,y,6.64
e,10.5,f,n,19.17
e,16.67,p,n,18.46
p,1.64,c,y,2.83
p,6.11,f,n,6.03
p,0.74,x,e,0.87
p,8.03,s,g,13.96
e,4.18,x,n,9.73
e,7.3,f,b,12.88
e,3.43,x,n,10.4
p,3.04,o,w,0
e,3.85,f,n,6.43
p,7.71,f,u,16.54
e,4.28,x,n,7.02
p,6.35,f,y,15.1
p,5.2,f,y,6.42
e,5.09,f,n,6.21
p,1.14,x,w,1.52
p,4.88,b,y,7.66
p,7.04,f,y,17.48
e,6,c,n,12.01
p,10,x,n,29.21
p,2.81,s,w,6.98
e,2.37,b,n,2.74
e,3.57,x,n,7.08
p,8.97,s,g,13.82
e,3.98,x,w,3.93
p,2.74,s,n,6.15
e,1.51,x,n,1.89
p,3.05,x,w,2.59
e,4.78,x,n,9.78
p,3.97,x,y,3.58
p,3.11,f,u,7.27
p,3.58,s,u,5.72
e,5.08,x,n,4.86
p,7.87,b,w,15.62
p,10.59,x,y,24.02
p,4.43,x,n,9.35
e,5.26,x,n,6.47
p,7.76,b,w,11.32
e,10.69,x,n,23.95
e,1.54,c,n,1.01
p,7.84,x,n,8.39
e,14,s,w,25.94
e,19.32,p,e,33.52
e,12.85,f,n,15.67
p,7,b,w,12.35
e,2.53,x,o,5.36
e,3.22,x,n,10.3
e,6.46,c,n,11.74
e,5.44,x,n,16.33
e,1.39,c,n,1.53
e,3.61,x,p,6.67
e,13.17,f,w,20.46
e,3.91,x,n,4.44
e,15.43,p,w,19.88
e,5.54,s,b,12
p,3.79,x,o,5.46
p,7.57,x,e,18.36
p,4.85,x,n,12.55
e,3.05,x,n,8.58
p,6.37,s,y,7.27
p,8.92,f,r,12.35
p,7.46,s,g,12.45
e,4.91,x,y,4.74
p,13.28,x,y,17.85
e,13.02,f,g,15.23
p,2.39,f,w,3.78
e,18.28,p,o,34.79
e,5.55,s,n,34.89
e,5.37,c,n,12.11
e,8.91,x,n,15.76
e,6.65,x,n,6.74
e,4.53,c,g,18.86
e,5,f,b,12.49
e,8.25,x,g,14.92
p,7.69,o,r,17.98
p,7.32,x,n,10.75
p,4.93,s,e,5.65
e,4.73,x,w,7.32
p,5.2,c,y,8.06
p,9.21,x,n,14.51
e,18.25,p,o,35.02
p,12.29,x,y,29
e,8.59,f,k,13.93
p,11.49,x,n,23.99
e,6.17,b,g,9.05
e,4.71,x,n,11.54
e,5.85,p,w,11.81
p,8.58,x,w,13.92
p,17.24,s,w,33.64
p,3.54,f,e,3.58
p,3.52,x,w,3.14
e,0.89,x,n,0.87
p,6.5,f,y,13.81
p,7.81,s,y,18.18
p,12.37,x,g,16.87
p,5.1,s,n,5.61
e,8.57,x,y,17.15
e,1.76,x,n,2.64
p,7.21,x,g,16.82
e,3.95,x,n,6.58
p,18.76,s,w,34.22
p,4.71,s,n,5.3
e,8.05,x,n,11.01
e,9.48,x,o,13.55
p,4.17,f,b,3.08
e,5.32,f,n,6.41
e,4.31,f,b,9.49
p,2.25,b,n,2.33
p,4.58,f,n,5.04
e,3.13,o,n,41.11
e,4.3,x,n,3.87
e,5.34,s,n,7.53
p,2.83,b,k,2.39
p,3.74,f,b,2.9
e,2.14,f,n,2.9
p,5.32,x,n,12.78
e,8.51,p,n,14.12
e,10.02,x,n,17.51
e,6.12,c,n,12.92
p,3.01,b,r,6.11
e,7.72,f,n,9.75
e,5.2,x,y,12.4
p,5.41,c,y,7.97
p,7.92,x,e,16.69
e,7.2,f,n,8.32
p,7.06,x,e,17.25
p,5.05,x,e,10.42
p,6.57,b,n,13.93
e,12.45,x,n,16.75
e,4.03,s,y,8.29
p,4.07,x,y,6.57
p,1.21,x,y,5.78
e,10.26,f,y,18.66
e,8.8,f,o,12.56
e,8.24,x,g,14.48
p,8.97,x,n,21.08
p,9.36,x,n,28.33
e,8.79,s,n,22.34
p,0.59,x,p,0.95
e,9.91,f,k,16.55
p,3.3,b,r,6.02
p,6.11,x,n,5.4
e,5.48,f,g,9.23
p,3.8,f,n,4.7
e,6.43,x,n,11.22
p,17.27,s,n,44.93
p,7.8,x,n,10.61
p,4.5,c,y,5.26
p,3.83,o,w,0
p,14.02,x,k,26.35
e,4.1,x,r,7.33
e,10.79,x,n,22.11
p,0.53,f,o,0.95
p,2.97,s,n,7.29
p,1.67,b,n,1.69
e,11.45,s,w,27.53
p,8.84,p,n,18.36
e,6.05,s,n,16.3
e,4.82,x,y,14.37
e,14.78,x,n,18.25
e,3.27,b,w,3.36
p,3.16,b,n,4.64
p,5.02,f,n,4.72
e,6.52,x,n,12.68
e,9.06,x,n,18.31
p,8.81,x,o,21.9
p,1.2,o,n,1.05
e,2.56,x,b,3.77
e,15.48,s,g,24.64
p,3,f,y,6.14
p,17.38,x,o,18.81
p,4.57,f,n,4.76
p,8.66,x,n,9.54
e,4.6,x,r,7.11
p,2.94,f,n,3.29
e,5.06,p,n,15.73
p,8.74,f,n,8.56
e,3.12,x,p,6.47
p,4.92,c,y,7.46
p,1.37,x,y,6.38
e,6.34,f,n,9.76
p,10.54,x,n,10.7
e,4.57,x,y,15.2
p,3.51,o,g,0
p,3.7,f,n,3.41
p,10.82,s,y,14.28
p,3.97,f,y,4.8
e,3.58,x,n,6.58
e,6.58,x,n,18.73
e,8.02,x,n,17.22
p,3.32,x,w,2.56
p,4.61,b,n,6.64
e,6.4,x,n,13.11
e,11.58,p,w,12.4
p,1.29,b,y,2.77
p,2.16,b,y,2.41
p,7.32,x,n,9.7
e,4.88,s,p,16.82
e,5.11,x,n,12.64
e,5.66,o,g,19.08
p,8.49,x,n,12.09
p,8.19,x,n,14.43
e,8.9,x,y,15.93
p,5.74,b,g,12.53
e,4.23,x,n,8.1
p,4.42,x,n,5.94
e,1.37,c,n,1.57
e,5.78,c,n,12.22
p,8.11,x,n,16.04
p,19.61,f,w,27.87
p,5.42,x,n,6.87
p,2.7,s,w,2.31
p,6.41,b,n,14.6
p,9.85,x,y,25.13
e,11.55,x,n,23.12
p,7.26,s,r,12.93
p,4.52,b,n,6.41
e,4.2,x,y,15.6
p,6.92,f,y,17.54
e,3.85,s,n,6.84
p,8.81,x,g,18.96
p,6.28,x,n,10.35
e,6.72,x,y,13.12
e,1.08,p,g,1.58
p,5.65,x,n,9.42
e,49.34,o,y,28.91
p,5.45,f,n,4.85
e,7.31,x,w,8.68
p,3.34,s,g,7.42
e,3.53,x,y,9.56
p,2.55,x,e,2.3
e,18.61,p,w,21.76
e,10.15,x,u,24.37
e,47.82,o,y,46.34
e,7.81,x,y,13.79
p,5.85,s,y,15.09
p,7.86,x,n,8.84
p,5.52,f,n,5.38
p,2.63,f,g,7.2
e,10.1,s,o,17.64
p,4.63,x,o,6.54
e,6.37,x,n,11.3
e,17.19,x,o,37.61
p,4.49,x,n,9.7
p,6.63,s,n,5.68
p,2.16,b,w,2.75
p,7.11,f,n,11.26
p,9.22,x,w,17.32
p,6.99,x,e,10.11
e,2.92,b,n,2.9
p,3.2,f,o,6.48
e,3.14,f,n,5.62
e,6.54,x,n,10.51
p,3.6,x,o,6.73
p,3.34,f,b,3.31
p,9.55,o,n,23.5
p,0.82,b,n,2.58
e,5.13,x,w,11.61
e,5.19,p,g,15.92
e,6.1,b,g,9.68
p,7.37,p,n,14.17
p,4.68,s,n,6.48
e,3.7,x,n,10.08
p,6.21,x,e,9.65
e,7.09,f,y,13.58
e,6.39,x,n,9.94
e,5.85,x,y,13.97
p,9.2,f,e,21.07
e,2.69,b,n,3.09
p,13.1,x,g,17.47
e,6.12,f,w,12.87
p,10.48,x,n,25.03
p,9.41,s,g,14.03
p,0.65,x,n,0.87
e,18.02,p,e,35.44
e,2.56,x,u,4.74
p,9,x,o,17.98
p,7.89,x,p,10.51
p,3.92,s,y,5.48
p,6.28,c,w,13.75
e,3.72,x,w,5.24
e,5.84,x,y,15.55
p,0.54,x,e,0.88
e,3.37,f,n,6.63
e,7.72,x,n,16.53
p,10.92,o,r,19.34
e,8.89,f,w,14.41
e,46.17,o,y,25.16
p,13.2,x,o,16.9
e,12.58,p,n,15.32
p,2.72,o,k,15.9
p,9.16,s,o,11.73
e,5.94,c,n,21.17
e,7.67,x,y,17.38
p,3.55,b,e,3.54
e,1.52,x,n,1.98
p,7.94,x,w,12.37
p,3.88,o,w,28.53
e,2.01,x,u,3.85
p,8.37,f,r,15.08
p,5.67,s,e,6.07
e,2.79,f,n,3.53
e,8.31,f,w,29.8
e,14.77,x,n,17.23
e,8.04,x,y,15.91
e,6.89,f,n,9.68
p,5.34,s,n,5.7
e,6.68,x,g,26.76
e,4.14,x,e,6.4
e,8.27,x,n,12.82
p,1.19,b,n,1.66
e,12.61,s,w,27.43
p,1.23,x,n,1.17
p,16.56,x,n,34.5
e,9.2,x,n,13.14
e,6.5,x,b,12.22
e,4.16,x,n,11.2
p,4.15,o,n,0
e,52,o,y,36.3
p,6.39,x,y,7.29
p,3.65,b,n,4.71
p,4.08,f,n,3.16
e,10.74,x,n,23.49
p,6.17,s,p,13.97
p,7.13,x,n,13.29
e,5.54,f,n,15.48
p,9.33,f,y,18.3
e,10.8,s,y,23.76
p,5.42,x,w,13.87
e,8.44,x,n,9.46
p,1.05,b,n,2.84
p,9.11,s,p,15.43
p,3.61,f,y,6.27
p,3.02,o,k,13.43
p,3.1,x,e,4.02
e,3.44,b,n,3.39
p,1.74,f,l,2.56
e,0.94,c,n,0.9
p,10.46,o,o,17.78
p,4.41,x,w,10.93
e,6.44,x,w,12.39
e,50.51,o,y,42.25
e,11.66,f,k,16.94
e,15.71,x,n,18.55
e,7.93,x,w,8.19
e,4.03,x,l,6.64
p,10.28,x,n,14.65
p,3.61,x,e,4.62
p,1.64,x,n,3.01
e,4.98,s,n,7.39
p,6.72,x,n,6.67
p,3.19,o,k,15.57
p,4.34,b,n,5.24
e,9.17,f,n,17.01
e,5.01,f,n,8.38
p,3.45,x,y,3.34
e,18.93,p,n,32.32
e,3.81,b,n,3.17
p,1.68,b,n,1.34
p,4.53,f,y,12.55
p,7.6,x,w,13.63
e,8.66,x,w,32.68
e,1.16,x,n,2.4
p,6.67,o,e,24.04
p,3.78,f,b,3.06
p,5.84,x,y,7.08
p,1.98,b,n,1.89
p,1.27,x,y,5.38
p,3.83,o,y,0
p,7.92,b,n,17.32
p,2.91,x,w,2.43
p,9.83,s,p,16.28
p,2.83,f,n,4.78
e,9.21,f,w,33.31
e,16.4,x,k,22.42
p,3.49,o,g,0
e,11.3,x,l,19.17
p,2.71,o,k,14.98
p,6.68,s,y,11.13
e,9.2,f,e,24.91
e,11.3,p,w,18.29
e,3.08,s,y,6.93
e,9.38,x,n,10.26
e,10.1,x,n,17.13
p,3.84,x,n,6.04
e,6.64,x,y,17.28
p,4.28,x,o,7.52
p,13.66,f,o,16.65
p,1.6,o,n,1.48
e,19.79,f,n,21.3
p,7.82,x,u,21.33
p,6.3,b,n,6.71
p,7.65,x,n,7.48
p,8.08,p,n,14.06
e,6.8,f,n,12.15
p,11.67,x,o,23.7
p,15.61,s,n,39.86
e,4.79,f,k,8.54
e,3.45,x,n,6.59
p,14.43,s,k,25.16
p,1.17,f,y,4.53
p,2.88,s,n,6.34
p,5.45,b,n,5.96
p,3.09,b,n,5.63
p,7.77,x,n,12.94
e,6.26,x,o,12.2
p,12.3,x,n,11.64
p,7.98,f,u,22.5
e,6.36,x,w,8.27
e,2.7,b,n,2.57
e,4.68,p,g,20.19
p,9.27,o,n,28.57
p,9.98,s,p,15.87
p,3.38,o,y,0
e,3.86,x,w,6.07
e,9.38,f,n,16.52
p,1.2,x,w,1.69
e,10.45,x,n,16.85
p,1.55,b,n,1.21
e,9.74,p,n,17.83
e,4.7,x,y,9.57
e,5.81,x,g,4.88
e,1.61,x,n,2.6
e,10.64,f,e,24.94
p,5.22,s,y,4.68
p,2.68,p,n,2.92
p,6.65,f,n,6.68
e,8.04,s,g,16.48
p,4.35,f,n,5.07
e,11.06,f,g,27.04
e,8.3,x,n,12.53
e,7.02,x,n,11.93
e,5.21,p,g,19.06
p,15.84,x,n,34.34
e,6.79,x,y,14.8
p,13.51,x,n,32.48
e,8.21,x,n,9.93
p,1.55,x,n,1.41
p,4.04,o,y,0
e,8.85,o,n,25.49
p,4.05,x,o,5.14
p,3.08,f,r,6.67
e,4.88,x,w,10.74
p,14.55,x,g,16.34
e,20.05,x,w,25.4
p,16.62,f,n,39.87
p,13.36,x,n,25.35
p,7.66,b,w,11.96
e,11.6,x,n,22.75
p,5.81,x,e,10.54
e,13.49,s,w,29.09
e,2.54,o,n,39.6
e,16.65,f,n,27.68
e,11.75,f,l,21.1
p,6.86,b,w,13.58
e,4.89,x,o,12.5
p,1.78,x,n,1.5
e,10.34,x,n,17.16
p,7.5,f,r,9.92
e,5.43,x,n,5.34
e,4.06,b,n,2.9
p,18.37,f,n,42.73
e,4.41,x,o,11.21
p,6.93,s,y,11.49
e,6.56,s,w,8.14
p,2.02,p,n,2.45
e,13.06,x,n,23.76
p,8.65,b,n,16.86
p,3.52,f,b,2.74
p,3.1,s,g,8.01
p,10.14,x,n,29.97
p,8.85,f,y,19.02
p,10.73,x,o,22.1
p,6.63,s,r,12.86
p,3.38,x,y,3.42
p,7.36,x,n,6.76
e,8.33,x,y,16.01
p,5.57,x,w,12.82
p,9.51,s,p,13.97
e,11.77,f,b,19.3
p,9.17,x,n,7.68
e,10.13,f,u,19.57
p,5.93,b,g,11.45
p,6.16,x,k,8.14
e,2.66,b,n,2.65
e,4.54,x,r,6.36
e,1.67,f,g,2.63
e,4.13,x,n,7.01
p,2.44,f,w,8.05
e,5.03,b,g,3.88
e,9.49,f,w,13.81
p,7.91,f,e,14.16
e,3.75,b,w,3.46
p,8.3,b,w,13.32
p,2.87,o,g,0
e,2.67,s,n,3.88
e,7.66,x,n,13.82
e,6.74,s,b,12.53
p,8.83,x,n,12.44
p,14.2,f,g,26.43
e,15.26,x,n,18.1
e,16.29,p,o,35.89
e,10.41,f,r,21.22
p,4.03,o,g,0
e,5.07,x,y,14.4
p,5.8,b,n,12.91
p,6.22,f,w,8.46
p,1.78,b,n,1.61
p,0.76,f,o,1.13
e,2.81,x,e,6.09
p,2.81,c,u,3.49
p,12.66,x,n,13.63
p,7.91,x,n,10.38
p,3.72,x,y,7.4
p,3.04,x,w,3.67
e,3.45,x,n,7
e,0.84,p,w,1.62
p,26.17,f,n,52.72
p,4.38,x,p,5.96
p,13.44,x,w,30.82
p,8.26,x,n,11.57
p,4.25,f,e,5.39
p,3.16,o,o,0
p,2.73,x,o,5.9
p,0.67,x,n,0.89
e,8.46,x,n,18.9
e,14.65,p,n,64.01
e,5.47,x,n,11.59
p,10.27,x,n,30.2
p,9.96,s,n,9.97
p,7.93,b,w,11.8
e,4.56,f,w,6.67
e,17.57,f,k,22.06
e,6.45,b,k,10.25
p,4.42,f,n,4.83
p,2.53,x,e,2.45
e,11.48,f,y,30.26
p,2.87,x,g,8.11
e,5.01,x,y,8.93
p,9.82,f,n,11.55
p,2.51,f,w,2.88
e,1.22,c,n,1.48
e,7.03,f,b,12.25
p,19.79,f,n,38.25
e,3.8,f,n,6.51
e,2.09,f,n,3.64
e,8.42,s,g,22.57
p,6.99,p,n,30.24
p,9.24,f,e,20.08
e,6.4,x,y,12.65
e,3.24,f,n,7.01
p,2.92,o,g,0
e,12.89,s,p,17.4
p,7.67,x,n,14.32
